access,bw(MiB/s),IOPS,Latency,block(KiB),xfer(KiB),open(s),wr/rd(s),close(s),total(s),numTasks,iter,n,ppn,tx,filename,bw_GiB_s
write,403161.0971,202125.174,0.0199,131072.0,2048.0,0.0098,1.2969,0.0319,1.3004,128,0,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,393.71200888671876
read,197654.707,98947.4361,0.041,131072.0,2048.0,0.0063,2.6493,0.0258,2.6525,128,0,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,193.0221748046875
write,407781.5648,204413.6954,0.0197,131072.0,2048.0,0.0064,1.2824,0.0232,1.2857,128,1,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,398.224184375
read,197497.4451,98868.5785,0.0411,131072.0,2048.0,0.0064,2.6514,0.0316,2.6547,128,1,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,192.86859873046876
write,409294.6797,205161.7416,0.0196,131072.0,2048.0,0.0062,1.2777,0.0226,1.281,128,2,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,399.70183564453123
read,198694.4185,99466.2467,0.0409,131072.0,2048.0,0.0063,2.6355,0.0364,2.6387,128,2,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,194.03751806640625
write,409983.7454,205525.2967,0.0198,131072.0,2048.0,0.0064,1.2755,0.0169,1.2788,128,3,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,400.3747513671875
read,199837.8646,100042.4758,0.0407,131072.0,2048.0,0.0064,2.6203,0.0316,2.6236,128,3,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,195.1541646484375
write,401219.2366,201122.879,0.0201,131072.0,2048.0,0.0065,1.3034,0.0221,1.3067,128,4,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,391.8156607421875
read,200170.28,100210.94,0.0403,131072.0,2048.0,0.0064,2.6159,0.0341,2.6192,128,4,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,195.4787890625
write,410599.5279,205844.6586,0.0197,131072.0,2048.0,0.0066,1.2735,0.0186,1.2769,128,5,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,400.97610146484374
read,200095.7115,100175.2869,0.0406,131072.0,2048.0,0.0065,2.6169,0.029,2.6202,128,5,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,195.40596826171875
write,411975.3071,206516.504,0.0197,131072.0,2048.0,0.0063,1.2694,0.0174,1.2726,128,6,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,402.3196358398437
read,198136.0501,99188.4609,0.0409,131072.0,2048.0,0.0063,2.6429,0.043,2.6461,128,6,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,193.49223642578124
write,413726.2447,207401.9214,0.0196,131072.0,2048.0,0.0064,1.2639,0.0167,1.2672,128,7,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,404.02953583984373
read,198007.0433,99124.3636,0.0407,131072.0,2048.0,0.0063,2.6446,0.0491,2.6478,128,7,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,193.36625322265624
write,414403.5376,207724.0071,0.0196,131072.0,2048.0,0.0062,1.262,0.0155,1.2652,128,8,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,404.6909546875
read,198213.417,99223.9432,0.0408,131072.0,2048.0,0.0061,2.6419,0.0373,2.6451,128,8,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,193.5677900390625
write,404874.3587,202950.4807,0.02,131072.0,2048.0,0.0063,1.2917,0.0219,1.2949,128,9,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,395.38511591796873
read,198055.3722,99146.1463,0.041,131072.0,2048.0,0.0062,2.644,0.0314,2.6472,128,9,16,8,2M,ior_rw_n-16_ppn-8_tx-2M_1782550269.csv,193.4134494140625
write,129895.162,8175.7316,0.0606,131072.0,16384.0,0.0067,0.501,0.0161,0.5045,16,0,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,126.850744140625
read,106069.4863,6664.0532,0.0735,131072.0,16384.0,0.0065,0.6146,0.0266,0.6179,16,0,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,103.58348271484375
write,130697.1377,8225.0823,0.0611,131072.0,16384.0,0.0066,0.498,0.015,0.5014,16,1,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,127.63392353515626
read,105960.6426,6657.7596,0.0754,131072.0,16384.0,0.0066,0.6152,0.0137,0.6185,16,1,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,103.4771900390625
write,131635.1593,8280.2811,0.0599,131072.0,16384.0,0.0062,0.4947,0.0157,0.4979,16,2,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,128.54996025390625
read,106194.7979,6670.8586,0.0761,131072.0,16384.0,0.0063,0.614,0.0088,0.6171,16,2,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,103.70585732421875
write,131564.0276,8275.1519,0.0603,131072.0,16384.0,0.0061,0.495,0.014,0.4981,16,3,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,128.480495703125
read,105885.9879,6650.8186,0.0756,131072.0,16384.0,0.0061,0.6159,0.0126,0.6189,16,3,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,103.40428505859374
write,131301.5262,8257.7977,0.0602,131072.0,16384.0,0.0061,0.496,0.0172,0.4991,16,4,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,128.2241466796875
read,106275.8875,6675.3039,0.0754,131072.0,16384.0,0.006,0.6136,0.0108,0.6167,16,4,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,103.78504638671875
write,132536.4948,8338.6777,0.0614,131072.0,16384.0,0.0064,0.4912,0.0157,0.4945,16,5,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,129.430170703125
read,105329.6354,6617.5097,0.0751,131072.0,16384.0,0.0064,0.619,0.0178,0.6222,16,5,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,102.8609720703125
write,131685.6723,8286.4476,0.0599,131072.0,16384.0,0.0066,0.4943,0.015,0.4977,16,6,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,128.59928935546876
read,106479.835,6691.0068,0.0752,131072.0,16384.0,0.0065,0.6122,0.0136,0.6155,16,6,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,103.9842138671875
write,129472.9978,8146.2182,0.0613,131072.0,16384.0,0.0066,0.5028,0.0168,0.5062,16,7,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,126.4384744140625
read,105339.9688,6618.9553,0.0766,131072.0,16384.0,0.0065,0.6188,0.0088,0.6221,16,7,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,102.87106328125
write,127352.3305,8009.4647,0.0627,131072.0,16384.0,0.0063,0.5114,0.0221,0.5146,16,8,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,124.36751025390625
read,105605.456,6633.7586,0.0753,131072.0,16384.0,0.0061,0.6174,0.0149,0.6206,16,8,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,103.130328125
write,131203.2563,8256.1508,0.0613,131072.0,16384.0,0.0066,0.4961,0.0152,0.4995,16,9,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,128.12817998046876
read,106280.2021,6678.4957,0.0747,131072.0,16384.0,0.0065,0.6133,0.0155,0.6166,16,9,1,16,16M,ior_rw_n-1_ppn-16_tx-16M_1782551017.csv,103.78925986328125
write,48696.0676,24413.7005,0.0209,131072.0,2048.0,0.007,1.3422,0.0109,1.3458,16,0,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,47.554753515625
read,23855.3445,11942.2307,0.0425,131072.0,2048.0,0.0067,2.7439,0.03,2.7472,16,0,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,23.29623486328125
write,49201.1301,24664.3359,0.0206,131072.0,2048.0,0.0066,1.3286,0.0126,1.332,16,1,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,48.04797861328125
read,23854.8146,11941.7918,0.0426,131072.0,2048.0,0.0066,2.744,0.0205,2.7473,16,1,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,23.2957173828125
write,49307.5149,24718.4404,0.0206,131072.0,2048.0,0.0068,1.3256,0.009,1.3291,16,2,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,48.15187001953125
read,23893.7439,11961.774,0.0425,131072.0,2048.0,0.0069,2.7394,0.0217,2.7428,16,2,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,23.33373427734375
write,49283.9018,24700.9993,0.0206,131072.0,2048.0,0.0062,1.3266,0.013,1.3298,16,3,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,48.1288103515625
read,23914.8,11971.0124,0.0426,131072.0,2048.0,0.0062,2.7373,0.0172,2.7404,16,3,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,23.354296875
write,48311.4005,24213.3343,0.0209,131072.0,2048.0,0.0063,1.3533,0.0146,1.3565,16,4,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,47.17910205078125
read,23885.2003,11956.4107,0.0425,131072.0,2048.0,0.0062,2.7406,0.0231,2.7438,16,4,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,23.32539091796875
write,49270.9954,24699.5432,0.0206,131072.0,2048.0,0.0068,1.3267,0.0145,1.3301,16,5,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,48.1162064453125
read,23881.2492,11955.3665,0.0427,131072.0,2048.0,0.0067,2.7409,0.0213,2.7442,16,5,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,23.321532421875
write,49486.7577,24803.255,0.0205,131072.0,2048.0,0.0063,1.3211,0.011,1.3243,16,6,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,48.32691181640625
read,23795.4156,11911.3879,0.0427,131072.0,2048.0,0.0062,2.751,0.0222,2.7541,16,6,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,23.237710546875
write,49331.3808,24729.3148,0.0205,131072.0,2048.0,0.0067,1.3251,0.0161,1.3285,16,7,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,48.1751765625
read,23884.8786,11957.0723,0.0426,131072.0,2048.0,0.0066,2.7405,0.0172,2.7438,16,7,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,23.3250767578125
write,49320.9449,24719.094,0.0204,131072.0,2048.0,0.0061,1.3256,0.0169,1.3288,16,8,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,48.16498525390625
read,23863.6493,11945.2739,0.0425,131072.0,2048.0,0.0061,2.7432,0.023,2.7463,16,8,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,23.30434501953125
write,48233.5278,24174.5353,0.021,131072.0,2048.0,0.0064,1.3555,0.0166,1.3587,16,9,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,47.1030544921875
read,23903.1729,11965.6043,0.0425,131072.0,2048.0,0.0063,2.7385,0.0168,2.7417,16,9,1,16,2M,ior_rw_n-1_ppn-16_tx-2M_1782550969.csv,23.34294228515625
write,162347.0495,10191.1322,0.1,131072.0,16384.0,0.0068,0.8038,0.0217,0.8074,32,0,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,158.54204052734374
read,139671.8879,8759.6529,0.1104,131072.0,16384.0,0.0065,0.9352,0.0517,0.9384,32,0,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,136.39832802734375
write,162519.5373,10199.9903,0.0975,131072.0,16384.0,0.0065,0.8031,0.0299,0.8065,32,1,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,158.71048564453125
read,139146.6657,8726.0501,0.1158,131072.0,16384.0,0.0064,0.9388,0.0278,0.942,32,1,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,135.88541572265626
write,162051.9745,10168.3497,0.0974,131072.0,16384.0,0.0062,0.8056,0.0261,0.8088,32,2,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,158.25388134765626
read,141017.2304,8842.3255,0.1116,131072.0,16384.0,0.0061,0.9265,0.0398,0.9295,32,2,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,137.7121390625
write,160424.1672,10068.1741,0.0988,131072.0,16384.0,0.0065,0.8137,0.0341,0.817,32,3,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,156.66422578125
read,140878.3938,8835.3656,0.1134,131072.0,16384.0,0.0064,0.9272,0.0237,0.9304,32,3,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,137.5765564453125
write,160711.3654,10084.755,0.1002,131072.0,16384.0,0.0064,0.8123,0.0223,0.8156,32,4,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,156.9446927734375
read,141400.4642,8867.2215,0.1141,131072.0,16384.0,0.0061,0.9239,0.0399,0.927,32,4,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,138.0863908203125
write,162149.6238,10174.8055,0.0985,131072.0,16384.0,0.0063,0.8051,0.0262,0.8083,32,5,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,158.3492419921875
read,140570.6569,8814.5537,0.1149,131072.0,16384.0,0.006,0.9294,0.0373,0.9324,32,5,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,137.27603212890625
write,162000.3058,10167.8833,0.0979,131072.0,16384.0,0.0067,0.8057,0.0222,0.8091,32,6,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,158.2034236328125
read,142094.2819,8912.2714,0.1125,131072.0,16384.0,0.0064,0.9192,0.0232,0.9224,32,6,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,138.76394716796875
write,162559.2796,10202.8495,0.0992,131072.0,16384.0,0.0066,0.8029,0.0233,0.8063,32,7,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,158.749296484375
read,141708.4885,8886.8624,0.1118,131072.0,16384.0,0.0062,0.9218,0.0345,0.9249,32,7,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,138.38719580078126
write,161365.4569,10126.5589,0.0956,131072.0,16384.0,0.0065,0.809,0.0439,0.8123,32,8,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,157.58345400390624
read,139096.1801,8723.5134,0.1107,131072.0,16384.0,0.0064,0.9391,0.0533,0.9423,32,8,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,135.83611337890625
write,163068.0779,10233.6051,0.0992,131072.0,16384.0,0.0064,0.8005,0.0319,0.8038,32,9,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,159.24616982421875
read,141629.4867,8882.0451,0.1143,131072.0,16384.0,0.0062,0.9223,0.027,0.9255,32,9,1,32,16M,ior_rw_n-1_ppn-32_tx-16M_1782551085.csv,138.31004560546876
write,96475.2999,48367.8382,0.021,131072.0,2048.0,0.0071,1.3549,0.0123,1.3586,32,0,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,94.21416005859375
read,47989.2364,24024.8427,0.0422,131072.0,2048.0,0.0069,2.7278,0.0267,2.7313,32,0,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,46.864488671875
write,97332.1817,48781.285,0.0208,131072.0,2048.0,0.0062,1.3435,0.0169,1.3466,32,1,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,95.05095869140625
read,48173.1433,24114.2251,0.0423,131072.0,2048.0,0.0063,2.7177,0.0207,2.7209,32,1,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,47.04408525390625
write,95210.617,47716.3334,0.0213,131072.0,2048.0,0.0063,1.3735,0.0122,1.3767,32,2,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,92.9791181640625
read,47963.4079,24009.335,0.0424,131072.0,2048.0,0.0063,2.7296,0.0231,2.7327,32,2,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,46.83926552734375
write,97513.2156,48877.0718,0.0209,131072.0,2048.0,0.0065,1.3408,0.0178,1.3441,32,3,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,95.227749609375
read,48131.8739,24094.3835,0.0425,131072.0,2048.0,0.0065,2.72,0.0247,2.7232,32,3,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,47.00378310546875
write,97294.9742,48763.1727,0.0207,131072.0,2048.0,0.0062,1.344,0.0199,1.3472,32,4,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,95.0146232421875
read,47944.5095,23999.6461,0.0425,131072.0,2048.0,0.0061,2.7307,0.031,2.7338,32,4,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,46.82081005859375
write,97420.5083,48833.2997,0.0208,131072.0,2048.0,0.0066,1.342,0.0165,1.3454,32,5,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,95.13721513671875
read,48009.084,24033.953,0.0421,131072.0,2048.0,0.0066,2.7268,0.031,2.7301,32,5,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,46.88387109375
write,97413.9141,48822.0242,0.0207,131072.0,2048.0,0.0062,1.3423,0.0183,1.3455,32,6,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,95.13077548828124
read,48136.4339,24095.598,0.0422,131072.0,2048.0,0.0061,2.7198,0.0204,2.7229,32,6,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,47.00823623046875
write,95840.1899,48036.9596,0.0211,131072.0,2048.0,0.0065,1.3643,0.0159,1.3676,32,7,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,93.59393544921875
read,48136.3664,24098.1751,0.0424,131072.0,2048.0,0.0066,2.7195,0.0212,2.7229,32,7,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,47.0081703125
write,97726.4619,48981.0808,0.0207,131072.0,2048.0,0.0063,1.338,0.0128,1.3412,32,8,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,95.43599794921874
read,47869.8815,23962.79,0.0423,131072.0,2048.0,0.0063,2.7349,0.0339,2.7381,32,8,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,46.74793115234375
write,97483.1982,48852.8446,0.0208,131072.0,2048.0,0.006,1.3415,0.0123,1.3446,32,9,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,95.1984357421875
read,47869.7606,23961.3967,0.0424,131072.0,2048.0,0.0059,2.7351,0.0306,2.7381,32,9,1,32,2M,ior_rw_n-1_ppn-32_tx-2M_1782551036.csv,46.7478130859375
write,172837.626,10835.6638,0.1382,131072.0,16384.0,0.0069,1.134,0.0536,1.1375,48,0,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,168.786744140625
read,109196.6431,6837.3398,0.2058,131072.0,16384.0,0.007,1.7972,0.5155,1.8005,48,0,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,106.63734677734375
write,173019.5248,10848.3585,0.1391,131072.0,16384.0,0.0069,1.1327,0.0455,1.1363,48,1,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,168.9643796875
read,108055.8205,6766.6469,0.1971,131072.0,16384.0,0.0071,1.816,0.3488,1.8195,48,1,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,105.52326220703125
write,173734.7484,10891.0294,0.1391,131072.0,16384.0,0.0066,1.1283,0.052,1.1317,48,2,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,169.662840234375
read,111295.9142,6970.6804,0.2108,131072.0,16384.0,0.0074,1.7628,0.4171,1.7665,48,2,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,108.6874162109375
write,172299.3291,10801.2876,0.1402,131072.0,16384.0,0.0067,1.1376,0.06,1.1411,48,3,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,168.26106357421875
read,111292.6998,6970.8435,0.2021,131072.0,16384.0,0.0076,1.7628,0.3593,1.7666,48,3,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,108.6842771484375
write,172898.9052,10838.1475,0.1407,131072.0,16384.0,0.0066,1.1338,0.0586,1.1371,48,4,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,168.846587109375
read,112264.6834,7031.7599,0.2128,131072.0,16384.0,0.0075,1.7475,0.358,1.7513,48,4,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,109.6334798828125
write,173204.5717,10858.0764,0.1403,131072.0,16384.0,0.0066,1.1317,0.0425,1.1351,48,5,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,169.14508955078125
read,111864.1137,7006.2043,0.2126,131072.0,16384.0,0.0073,1.7539,0.4373,1.7576,48,5,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,109.24229853515625
write,173892.2825,10901.6493,0.1342,131072.0,16384.0,0.0068,1.1272,0.0537,1.1306,48,6,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,169.81668212890625
read,112184.212,7025.7967,0.2007,131072.0,16384.0,0.0071,1.749,0.3973,1.7525,48,6,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,109.55489453125
write,173491.0245,10878.3036,0.1394,131072.0,16384.0,0.0072,1.1296,0.0551,1.1332,48,7,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,169.42482861328125
read,109610.741,6864.3712,0.2091,131072.0,16384.0,0.0071,1.7901,0.3485,1.7937,48,7,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,107.0417392578125
write,173320.1904,10866.4322,0.1386,131072.0,16384.0,0.0068,1.1308,0.0472,1.1344,48,8,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,169.2579984375
read,110063.6478,6892.6716,0.2079,131072.0,16384.0,0.007,1.7828,0.3788,1.7863,48,8,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,107.4840310546875
write,173298.3362,10865.2983,0.1387,131072.0,16384.0,0.007,1.1309,0.04,1.1345,48,9,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,169.2366564453125
read,113994.0925,7139.5366,0.1877,131072.0,16384.0,0.0071,1.7211,0.3839,1.7247,48,9,1,48,16M,ior_rw_n-1_ppn-48_tx-16M_1782551162.csv,111.32235595703125
write,136680.9211,68505.147,0.0223,131072.0,2048.0,0.007,1.435,0.0132,1.4384,48,0,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,133.47746201171876
read,71486.9511,35788.943,0.0425,131072.0,2048.0,0.0073,2.7468,0.0319,2.7503,48,0,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,69.81147568359376
write,134849.131,67579.7887,0.0225,131072.0,2048.0,0.0064,1.4546,0.0244,1.458,48,1,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,131.6886044921875
read,71536.7365,35811.9052,0.0426,131072.0,2048.0,0.0068,2.745,0.0334,2.7484,48,1,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,69.86009423828125
write,132360.1192,66330.2394,0.0228,131072.0,2048.0,0.0066,1.482,0.0269,1.4854,48,2,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,129.25792890625
read,71564.5492,35826.8229,0.0424,131072.0,2048.0,0.007,2.7439,0.0331,2.7473,48,2,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,69.887255078125
write,137268.2832,68819.8505,0.0221,131072.0,2048.0,0.0076,1.4284,0.0186,1.4323,48,3,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,134.0510578125
read,71245.6762,35670.4459,0.0427,131072.0,2048.0,0.0074,2.7559,0.0325,2.7596,48,3,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,69.5758556640625
write,137673.825,68996.7863,0.0221,131072.0,2048.0,0.0065,1.4248,0.0189,1.4281,48,4,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,134.4470947265625
read,71679.2192,35885.7406,0.0425,131072.0,2048.0,0.007,2.7394,0.0247,2.7429,48,4,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,69.9992375
write,137203.5351,68768.8184,0.0222,131072.0,2048.0,0.0068,1.4295,0.0202,1.433,48,5,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,133.98782724609376
read,71234.5244,35661.5021,0.0425,131072.0,2048.0,0.0068,2.7566,0.0401,2.76,48,5,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,69.564965234375
write,137263.1194,68791.8343,0.0221,131072.0,2048.0,0.0065,1.429,0.0149,1.4323,48,6,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,134.0460150390625
read,71764.4108,35929.47,0.0424,131072.0,2048.0,0.0071,2.736,0.0238,2.7396,48,6,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,70.082432421875
write,137449.6516,68878.3446,0.022,131072.0,2048.0,0.0062,1.4272,0.0176,1.4304,48,7,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,134.228175390625
read,71809.7307,35947.2592,0.0422,131072.0,2048.0,0.0065,2.7347,0.0313,2.7379,48,7,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,70.12669013671875
write,134598.1913,67464.2151,0.0226,131072.0,2048.0,0.0069,1.4571,0.017,1.4607,48,8,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,131.44354619140626
read,71796.4888,35944.4733,0.0423,131072.0,2048.0,0.0071,2.7349,0.0321,2.7384,48,8,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,70.11375859375
write,136412.9237,68373.5975,0.0221,131072.0,2048.0,0.0069,1.4377,0.0239,1.4413,48,9,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,133.21574580078126
read,71909.8219,36002.5151,0.0424,131072.0,2048.0,0.0071,2.7305,0.0394,2.7341,48,9,1,48,2M,ior_rw_n-1_ppn-48_tx-2M_1782551110.csv,70.22443544921875
write,93740.1851,5919.6062,0.0432,131072.0,16384.0,0.0068,0.346,0.007,0.3496,8,0,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,91.54314951171875
read,70690.7956,4449.7266,0.0568,131072.0,16384.0,0.0066,0.4603,0.0063,0.4635,8,0,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,69.033980078125
write,94276.5866,5954.184,0.042,131072.0,16384.0,0.007,0.344,0.008,0.3476,8,1,1,8,16M,ior_rw_n-1_ppn-8_tx-16M_1782550954.csv,92.0669791015625
